time,1649496028.110000,upTime,91.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.120000,upTime,92.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.130000,upTime,93.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.140000,upTime,94.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.150000,upTime,95.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.160000,upTime,96.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.170000,upTime,97.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.180000,upTime,98.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.190000,upTime,99.0,canTxMessFailCount,19,canRxMessFailCount,167
time,1649496028.200000,upTime,100.0,canTxMessFailCount,19,canRxMessFailCount,167
